Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_encoded,Private_encoded,Outstate_Tier_encoded_scaled,Private_encoded_scaled,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_trans,Private_encoded_trans,Private_encoded_scaled_trans,Accept_Rate_trans_scaled,Private_encoded_trans_scaled,Private_encoded_scaled_trans_scaled
University of Nebraska at Lincoln,No,6277,6003,3526,33,63,16454,3171,5595,3145,500,2070,86.0,92,15.1,48,6813,53,1.214769734248707,1.5608914559007419,1.9000310499679154,0.5357381533712033,1.7831120395103859,1.5764005911967953,-1.3140452667358755,-0.22914901677242944,1.1403094742748394,0.8664948177542383,0.8745903245365926,0.3088698067143141,1.753076593954856,-0.5871077291548228,0.9563485741596304,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.2147697342487065,1.5608914559007419,1.900031049967915,0.5357381533712029,1.7831120395103863,1.5764005911967953,-1.3140452667358762,-0.22914901677242913,1.1403094742748383,0.866494817754238,0.8745903245365925,0.3088698067143137,1.7530765939548556,-0.5871077291548037,1.8622508409115577,-1.6325116659989425,-1.6325116659989423,1.8622508409115577,-1.6325116659989423,-1.6325116659989423
University of New England,Yes,1209,750,265,19,54,820,159,11450,5045,900,2500,75.0,75,11.4,13,9718,64,-0.272490066136602,-0.4707725520746035,-0.5880529875005208,-0.337261774390416,-0.9168601044168896,-0.4566112261183258,0.36856932799847375,2.0174693819460012,1.5485785299599362,0.0447497870211825,-0.4916463924532397,-0.6516401064957508,-0.7285459060471434,0.3626119469448086,0.6203473945409429,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.2724900661366023,-0.47077255207460345,-0.5880529875005216,-0.3372617743904164,-0.9168601044168891,-0.45661122611832583,0.36856932799847303,2.017469381946002,1.548578529959935,0.04474978702118213,-0.4916463924532398,-0.6516401064957512,-0.7285459060471439,0.3626119469448277,-1.0053636836697932,0.6125530498969479,0.612553049896948,-1.005363683669794,0.6125530498969481,0.6125530498969483
University of New Hampshire,No,9750,7640,2529,24,62,10358,1338,11180,3862,650,2450,89.0,87,17.5,16,7855,75,1.5828716977210322,1.777863420651302,1.6337336524929627,0.018775285270126344,1.4731401249711917,0.9349422791612417,0.3055883992640874,0.7528645357434074,1.504606246754974,1.1101537037083895,0.4255260215207906,0.8810919176520503,-0.4323290036172367,-0.18444018967120332,0.7835897435897435,Medium,1,0,0.3581403891754813,-1.6325116659989423,1.5828716977210318,1.777863420651302,1.6337336524929622,0.018775285270125945,1.4731401249711922,0.9349422791612416,0.30558839926408665,0.7528645357434078,1.5046062467549728,1.110153703708389,0.4255260215207905,0.8810919176520499,-0.4323290036172371,-0.18444018967118425,0.10750499508430032,-1.6325116659989425,-1.6325116659989423,0.10750499508429992,-1.6325116659989423,-1.6325116659989423
University of North Carolina at Asheville,No,1757,979,394,32,74,2033,1078,5972,3420,600,750,77.0,83,13.0,11,7011,37,0.08095089626486941,-0.19376507920064584,-0.13925692447847524,0.48416411722208674,0.09451956189987437,0.7816686361386885,-1.1773568082755617,0.4497726389260374,-0.960715953306189,0.18578692338884797,0.09518189874570733,-0.2229029900664657,-0.9453261344609437,-0.5035356383029369,0.5571997723392146,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.08095089626486907,-0.19376507920064576,-0.13925692447847593,0.48416411722208635,0.09451956189987483,0.7816686361386884,-1.1773568082755623,0.4497726389260378,-0.96071595330619,0.1857869233888476,0.09518189874570722,-0.2229029900664661,-0.9453261344609442,-0.5035356383029178,-1.325518278631589,-1.6325116659989425,-1.6325116659989423,-1.3255182786315898,-1.6325116659989423,-1.6325116659989423
University of North Carolina at Chapel Hill,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88.0,93,8.9,23,15893,83,1.9098214030220833,1.5581661738072434,1.8554204291750396,2.045929987248018,1.7064396255126553,0.7958786164385784,-0.41019873029626974,0.12378880488361321,-0.007646689375954711,1.0280025774963892,0.9693375120855497,-1.3728974215619376,0.16480224108923644,1.4095453237192392,0.41004384762948753,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.9098214030220828,1.5581661738072434,1.8554204291750391,2.0459299872480177,1.7064396255126557,0.7958786164385783,-0.41019873029627046,0.12378880488361355,-0.007646689375955717,1.0280025774963888,0.9693375120855496,-1.372897421561938,0.16480224108923605,1.4095453237192583,-1.8862387690329683,-1.6325116659989425,-1.6325116659989423,-1.8862387690329692,-1.6325116659989423,-1.6325116659989423
University of North Carolina at Charlotte,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79.0,91,16.8,7,6227,62,1.14787712370411,1.2844993987836806,1.3120805863454847,-0.337261774390416,1.4552536677376877,1.5965921149602966,-0.752946236013149,0.4497726389260374,0.9568086491871414,0.3305429069207441,0.781503315639944,0.7176928148990249,-1.4463049754933548,-0.8580743101178573,0.7652938135447183,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.1478771237041097,1.2844993987836806,1.3120805863454843,-0.3372617743904164,1.4552536677376882,1.5965921149602966,-0.7529462360131497,0.4497726389260378,0.9568086491871404,0.33054290692074373,0.7815033156399439,0.7176928148990245,-1.4463049754933552,-0.8580743101178382,-0.04057315648077285,-1.6325116659989425,-1.6325116659989423,-0.040573156480773295,-1.6325116659989423,-1.6325116659989423
University of North Carolina at Greensboro,No,5191,4134,1500,15,44,7532,1847,8677,3505,600,1300,75.0,94,15.5,17,7392,53,1.0522631127731603,1.2179403261153463,1.186223862357664,-0.6779904542213022,1.2406899608853363,1.1690305064059925,-0.3324556293447505,0.4497726389260374,0.1579982604829097,0.0447497870211825,1.0657563528339236,0.40667899640865135,-0.3398815888114029,-0.3525349969590879,0.7963783471392796,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.0522631127731599,1.2179403261153463,1.1862238623576635,-0.6779904542213027,1.2406899608853368,1.1690305064059925,-0.3324556293447512,0.4497726389260378,0.15799826048290871,0.04474978702118213,1.0657563528339236,0.40667899640865096,-0.3398815888114033,-0.3525349969590688,0.2149046719790938,-1.6325116659989425,-1.6325116659989423,0.2149046719790934,-1.6325116659989423,-1.6325116659989423
University of North Carolina at Wilmington,No,6071,3856,1449,15,67,6635,1145,7558,3680,500,1500,82.0,85,19.1,15,6005,55,1.186388366166166,1.1529360677417648,1.1552820591172606,-0.6779904542213022,1.1435553030365881,0.8241536824976162,-0.6573875080867393,-0.22914901677242944,0.4565936404384389,0.5546527948873138,0.25719681074029643,1.2448403880402457,-0.5277223720549751,-0.9712454301308799,0.6351507165211662,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.1863883661661656,1.1529360677417648,1.1552820591172601,-0.6779904542213027,1.1435553030365886,0.8241536824976161,-0.65738750808674,-0.22914901677242913,0.4565936404384379,0.5546527948873134,0.2571968107402963,1.2448403880402452,-0.5277223720549755,-0.9712454301308608,-0.9222612599723802,-1.6325116659989425,-1.6325116659989423,-0.9222612599723808,-1.6325116659989423,-1.6325116659989423
University of North Dakota,No,2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97.0,97,15.9,16,9424,49,0.5008160903805422,0.6386189211423984,1.271684665042512,-0.26074560260699386,1.3162827906700212,0.9852087582684195,-1.299629657253149,-0.6143252338289236,-0.007646689375954711,1.8009168658667163,1.3651568927969056,0.5034686642441683,-0.4323290036172367,0.2874950116449799,0.8098667626935542,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.5008160903805419,0.6386189211423985,1.2716846650425115,-0.26074560260699425,1.3162827906700216,0.9852087582684194,-1.2996296572531496,-0.6143252338289233,-0.007646689375955717,1.8009168658667158,1.3651568927969056,0.5034686642441678,-0.4323290036172371,0.287495011644999,0.33174892301414366,-1.6325116659989425,-1.6325116659989423,0.33174892301414327,-1.6325116659989423,-1.6325116659989423
University of North Florida,No,1800,1253,560,44,85,3876,3588,6634,4360,600,2604,82.0,85,17.8,14,6104,47,0.10348154930872655,0.05824731547190766,0.2363485074916449,1.0350695150852658,0.7003785200745741,1.6722160228856373,-0.9504526759784224,0.4497726389260374,1.6374898057119156,0.5546527948873138,0.25719681074029643,0.9503002630614447,-0.6263490551654358,-0.9199932158112539,0.6961111111111111,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.1034815493087262,0.058247315471907736,0.23634850749164427,1.0350695150852653,0.7003785200745746,1.6722160228856373,-0.9504526759784231,0.4497726389260378,1.6374898057119145,0.5546527948873134,0.2571968107402963,0.9503002630614442,-0.6263490551654363,-0.9199932158112348,-0.5447118990612961,-1.6325116659989425,-1.6325116659989423,-0.5447118990612967,-1.6325116659989423,-1.6325116659989423
University of North Texas,No,4418,2737,2049,23,51,14047,5134,4104,3579,450,1700,86.0,94,22.6,6,5657,35,0.9125393869604119,0.828204298449753,1.457795763993856,-0.04753313995778422,1.6807070268326043,1.9559164849073813,-1.9234583398569618,-0.6143252338289236,0.7203603688354095,0.8664948177542383,1.0657563528339236,1.9993563447660339,-1.5915826153084158,-1.1622675962732452,0.6195110909913988,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.9125393869604116,0.8282042984497531,1.4577957639938555,-0.04753313995778462,1.6807070268326048,1.9559164849073813,-1.9234583398569625,-0.6143252338289233,0.7203603688354085,0.866494817754238,1.0657563528339236,1.9993563447660334,-1.5915826153084163,-1.162267596273226,-1.0099634018531016,-1.6325116659989425,-1.6325116659989423,-1.0099634018531023,-1.6325116659989423,-1.6325116659989423
University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75.0,75,21.5,8,6309,40,1.1066324624691999,1.1888435825305408,1.2952522225356495,-0.9818731086748947,1.3276121234036424,1.016218374711763,-0.605175327481944,0.05550628934752403,1.3543007415731798,0.0447497870211825,-0.4916463924532397,1.7677792649625408,-1.310419180097965,-0.8178329945327503,0.7245931283905968,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.1066324624691994,1.1888435825305408,1.295252222535649,-0.9818731086748952,1.3276121234036429,1.016218374711763,-0.6051753274819447,0.05550628934752436,1.3543007415731787,0.04474978702118213,-0.4916463924532398,1.7677792649625403,-1.3104191800979654,-0.8178329945327312,-0.34746194739589925,-1.6325116659989425,-1.6325116659989423,-0.34746194739589975,-1.6325116659989423,-1.6325116659989423
University of Northern Iowa,No,4144,3379,1853,18,52,10135,1448,6197,2930,595,2380,78.0,82,16.3,26,6333,77,0.8565965692758818,1.0287565482173342,1.3716853488566942,-0.41691464264756517,1.457773095173743,0.9917080323205784,-1.0984631949367383,0.4182636720578147,1.441627451519313,0.2576999703306144,0.01651265888576715,0.599273199975862,0.3918121831278882,-0.8062073073562886,0.815395752895753,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.8565965692758815,1.0287565482173342,1.3716853488566938,-0.41691464264756556,1.4577730951737435,0.9917080323205782,-1.098463194936739,0.41826367205781506,1.441627451519312,0.25769997033061404,0.01651265888576704,0.5992731999758616,0.3918121831278878,-0.8062073073562696,0.38072283719051164,-1.6325116659989425,-1.6325116659989423,0.3807228371905113,-1.6325116659989423,-1.6325116659989423
University of Notre Dame,Yes,7700,3700,1906,79,96,7671,30,16850,4400,600,1350,96.0,92,13.1,46,13936,97,1.3870474475387164,1.1142235640370746,1.3959738453333006,2.1505892525970363,1.2544761685995416,-1.3705870945384853,1.463397959271099,0.4497726389260374,0.236441135041996,1.7113078679607372,0.8745903245365926,-0.19682982022428813,1.6450848531462385,1.1566187426634664,0.4805194805194805,High,2,1,1.8150779933081982,0.6125530498969481,1.387047447538716,1.1142235640370746,1.3959738453333002,2.150589252597036,1.254476168599542,-1.3705870945384853,1.4633979592710984,0.4497726389260378,0.236441135041995,1.7113078679607368,0.8745903245365925,-0.19682982022428855,1.645084853146238,1.1566187426634855,-1.6469337111380762,0.6125530498969479,0.612553049896948,-1.646933711138077,0.6125530498969481,0.6125530498969483
University of Oklahoma,No,4743,3970,2233,32,63,13436,2582,5173,3526,765,3176,86.0,90,11.5,11,10244,44,0.9742542953532287,1.1801806532691497,1.5303791339498891,0.48416411722208674,1.6512663179420037,1.419284076030444,-1.474429055242525,1.3793607307163502,2.074502478859453,0.8664948177542383,0.6900649668386472,-0.6241683558478293,-0.9453261344609437,0.48862327080353807,0.837022981235505,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.9742542953532284,1.1801806532691497,1.5303791339498887,0.48416411722208635,1.6512663179420042,1.419284076030444,-1.4744290552425257,1.3793607307163507,2.074502478859452,0.866494817754238,0.690064966838647,-0.6241683558478297,-0.9453261344609442,0.48862327080355716,0.5784623150495587,-1.6325116659989425,-1.6325116659989423,0.5784623150495584,-1.6325116659989423,-1.6325116659989423
University of Oregon,No,8631,6732,2546,25,61,11669,1605,10602,3660,570,1530,79.0,87,19.7,13,8020,54,1.482162561715868,1.6644764255665419,1.6392395298469054,0.08298682799864276,1.55599634469743,1.066253873851569,0.1673227659461378,0.25716645871250754,0.49816321409084025,0.3305429069207441,0.4255260215207906,1.3779965760601174,-0.7285459060471434,-0.1281814287292525,0.7799791449426486,Medium,1,0,0.3581403891754813,-1.6325116659989423,1.4821625617158676,1.6644764255665419,1.639239529846905,0.08298682799864236,1.5559963446974305,1.066253873851569,0.16732276594613707,0.25716645871250793,0.49816321409083925,0.33054290692074373,0.4255260215207905,1.377996576060117,-0.7285459060471439,-0.12818142872923344,0.07776823516070622,-1.6325116659989425,-1.6325116659989423,0.0777682351607058,-1.6325116659989423,-1.6325116659989423
University of Pennsylvania,Yes,12394,5232,2464,85,100,9205,531,17020,7270,500,1544,95.0,96,6.3,38,25765,93,1.7784741745534514,1.4355480881046074,1.612280119266588,2.2999608221542487,1.3889284285127754,0.2990597345177566,1.4938228807802454,-0.22914901677242944,0.5173046081351291,1.6226316210808194,1.263654675854437,-2.212995018083676,1.186525502100285,2.198811980035944,0.42213974503792157,High,2,1,1.8150779933081982,0.6125530498969481,1.778474174553451,1.4355480881046074,1.6122801192665877,2.2999608221542482,1.3889284285127759,0.2990597345177565,1.4938228807802447,-0.22914901677242913,0.5173046081351281,1.622631621080819,1.263654675854437,-2.2129950180836766,1.1865255021002845,2.198811980035963,-1.8486194412785506,0.6125530498969479,0.612553049896948,-1.8486194412785515,0.6125530498969481,0.6125530498969483
University of Pittsburgh-Main Campus,No,8586,6383,2503,25,59,13138,4289,10786,4560,400,900,93.0,93,7.8,10,13789,66,1.477823894346591,1.616468171489702,1.6252295930425538,0.08298682799864276,1.6363085568536218,1.812428943152508,0.2118640409623451,-1.0388011424180428,-0.5949489827396871,1.448076800235107,0.9693375120855497,-1.715017190369391,-1.060970526681064,1.135410589270642,0.7434195201490799,Medium,1,0,0.3581403891754813,-1.6325116659989423,1.4778238943465904,1.616468171489702,1.6252295930425533,0.08298682799864236,1.6363085568536222,1.812428943152508,0.21186404096234437,-1.0388011424180428,-0.5949489827396881,1.4480768002351065,0.9693375120855496,-1.7150171903693914,-1.0609705266810645,1.1354105892706612,-0.20927612803586954,-1.6325116659989425,-1.6325116659989423,-0.20927612803587003,-1.6325116659989423,-1.6325116659989423
University of Portland,Yes,1758,1485,419,27,58,2041,174,12040,4100,600,1100,92.0,96,13.2,17,9060,72,0.08148155752679773,0.22923898505389823,-0.07205685335918133,0.20567765393688317,0.09847219641051586,-0.4029004587778045,0.5028749089820225,0.4497726389260374,-0.18660316336359328,1.3621979324255895,1.263654675854437,-0.17083644547256602,-0.3398815888114029,0.18932800165120295,0.8447098976109215,Medium,1,1,0.3581403891754813,0.6125530498969481,0.08148155752679738,0.2292389850538983,-0.07205685335918202,0.20567765393688278,0.09847219641051631,-0.40290045877780456,0.5028749089820218,0.4497726389260378,-0.18660316336359428,1.362197932425589,1.263654675854437,-0.17083644547256643,-0.3398815888114033,0.18932800165122202,0.6511620517156252,0.6125530498969479,0.612553049896948,0.6511620517156249,0.6125530498969481,0.6125530498969483
University of Puget Sound,Yes,4044,2826,688,51,83,2738,138,16230,4500,630,1800,79.0,86,15.0,17,11217,63,0.8351837077360024,0.858851378285935,0.44698087847975965,1.3036072146864357,0.3847094494796727,-0.540112837566729,1.3506959241950347,0.6341541487893395,0.8416278943466902,0.3305429069207441,0.3405662242258264,0.28425398250735084,-0.3398815888114029,0.697275089512722,0.6988130563798219,High,2,1,1.8150779933081982,0.6125530498969481,0.835183707736002,0.8588513782859352,0.44698087847975904,1.3036072146864353,0.38470944947967317,-0.5401128375667291,1.350695924195034,0.63415414878934,0.8416278943466892,0.33054290692074373,0.3405662242258263,0.28425398250735046,-0.3398815888114033,0.6972750895127411,-0.5265932660713448,0.6125530498969479,0.612553049896948,-0.5265932660713454,0.6125530498969481,0.6125530498969483
University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84.0,89,16.6,7,9158,63,1.5737926406003757,1.7907259983777748,1.4234146961694814,-0.9818731086748947,1.3639894431929416,1.381449341206267,0.10053914853995899,-0.22914901677242944,0.07671009872843897,0.7087119890670915,0.6002637149158834,0.6704997066339655,-1.4463049754933548,0.21634878365845625,0.8037954993259359,Medium,1,0,0.3581403891754813,-1.6325116659989423,1.5737926406003753,1.7907259983777748,1.423414696169481,-0.9818731086748952,1.363989443192942,1.381449341206267,0.10053914853995827,-0.22914901677242913,0.07671009872843797,0.7087119890670912,0.6002637149158833,0.6704997066339651,-1.4463049754933552,0.21634878365847532,0.2786974484937232,-1.6325116659989425,-1.6325116659989423,0.2786974484937228,-1.6325116659989423,-1.6325116659989423
University of Richmond,Yes,5892,2718,756,46,72,2854,594,14500,3285,700,1125,75.0,89,11.7,32,11984,100,1.1608743825635417,0.8215235681089347,0.5412034893244645,1.1150339710778354,0.4236713260149418,0.3735021856424739,1.0204528707952358,1.0362571162148249,-0.14049359717716683,0.0447497870211825,0.6002637149158834,-0.5695082346102578,0.808539510579746,0.8430258820440186,0.46130346232179226,Medium,1,1,0.3581403891754813,0.6125530498969481,1.1608743825635413,0.8215235681089348,0.5412034893244639,1.115033971077835,0.42367132601494223,0.37350218564247384,1.0204528707952352,1.0362571162148253,-0.14049359717716783,0.04474978702118213,0.6002637149158833,-0.5695082346102582,0.8085395105797456,0.8430258820440377,-1.7171428094945858,0.6125530498969479,0.612553049896948,-1.7171428094945866,0.6125530498969481,0.6125530498969483
University of Rochester,Yes,8766,5498,1243,56,75,5071,438,17840,6582,500,882,93.0,99,5.9,23,26037,80,1.4950342942274506,1.4809052517154118,1.0160892077159498,1.4781382686650963,0.9284655335118807,0.17291150817837458,1.6378405484209821,-0.22914901677242944,-0.6357236212496702,1.448076800235107,1.5733239615731247,-2.3530808071033067,0.16480224108923644,2.2137750344809635,0.6271959844855122,High,2,1,1.8150779933081982,0.6125530498969481,1.4950342942274502,1.4809052517154118,1.0160892077159493,1.478138268665096,0.9284655335118811,0.1729115081783745,1.6378405484209815,-0.22914901677242913,-0.6357236212496712,1.4480768002351065,1.5733239615731247,-2.353080807103307,0.16480224108923605,2.2137750344809826,-0.9673154050270703,0.6125530498969479,0.612553049896948,-0.9673154050270709,0.6125530498969481,0.6125530498969483
University of San Diego,Yes,3934,2735,886,40,70,3698,217,13600,5940,630,1820,93.0,96,15.6,13,10813,66,0.8109630249362791,0.8275034042171678,0.6967495392743893,0.8661712529818544,0.6590769783233646,-0.2694512382233899,0.838319965409911,0.6341541487893395,0.8651303105105284,1.448076800235107,1.263654675854437,0.4309706158083841,-0.7285459060471434,0.6141611778285624,0.6952211489578037,Medium,1,1,0.3581403891754813,0.6125530498969481,0.8109630249362788,0.827503404217168,0.6967495392743888,0.8661712529818539,0.6590769783233651,-0.26945123822338996,0.8383199654099104,0.63415414878934,0.8651303105105274,1.4480768002351065,1.263654675854437,0.4309706158083837,-0.7285459060471439,0.6141611778285815,-0.5506530523328788,0.6125530498969479,0.612553049896948,-0.5506530523328793,0.6125530498969481,0.6125530498969483
University of San Francisco,Yes,2306,1721,538,23,48,4309,549,13226,6452,750,2450,86.0,86,13.6,8,10074,62,0.33204140809955435,0.3760677030685019,0.19455383920034736,-0.04753313995778422,0.7918716526957328,0.32111784435405566,0.7603028002618342,1.302507133936391,1.504606246754974,0.8664948177542383,0.3405662242258264,-0.06764502846155519,-1.310419180097965,0.4490087083205268,0.746313963573287,Medium,1,1,0.3581403891754813,0.6125530498969481,0.332041408099554,0.37606770306850196,0.19455383920034672,-0.04753313995778462,0.7918716526957332,0.3211178443540556,0.7603028002618335,1.3025071339363914,1.5046062467549728,0.866494817754238,0.3405662242258263,-0.06764502846155561,-1.3104191800979654,0.4490087083205459,-0.1874624503576593,0.6125530498969479,0.612553049896948,-0.18746245035765977,0.6125530498969481,0.6125530498969483
University of Sci. and Arts of Oklahoma,No,285,280,208,21,43,1140,473,3687,1920,600,1800,67.0,77,23.6,3,3864,43,-1.7322890684644594,-1.540125076263474,-0.8757528110783912,-0.18710169614595554,-0.5264423330796446,0.22302301855552126,-2.119526510887563,0.4497726389260374,0.8416278943466902,-0.4822397840169151,-0.3539307841170397,2.205863784170408,-2.110816300186537,-2.5392412345120965,0.9824561403508771,Low,0,0,-1.0987972149572356,-1.6325116659989423,-1.7322890684644598,-1.540125076263474,-0.875752811078392,-0.18710169614595593,-0.5264423330796442,0.22302301855552117,-2.119526510887564,0.4497726389260378,0.8416278943466892,-0.4822397840169155,-0.3539307841170398,2.2058637841704076,-2.1108163001865377,-2.5392412345120774,2.1909952345046873,-1.6325116659989425,-1.6325116659989423,2.1909952345046873,-1.6325116659989423,-1.6325116659989423
University of Scranton,Yes,4471,2942,910,29,60,3674,493,11584,5986,650,800,83.0,83,14.1,41,9131,92,0.9229299008102517,0.8972808439558435,0.7225749960043975,0.32152095127645364,0.6533230146683886,0.25015892770498294,0.39946466480694276,0.7528645357434074,-0.8318078970334455,0.6312170198691968,0.09518189874570733,0.05964138157856781,1.3638859589907049,0.20894893960833869,0.6580183404160144,Medium,1,1,0.3581403891754813,0.6125530498969481,0.9229299008102514,0.8972808439558436,0.7225749960043969,0.32152095127645325,0.653323014668389,0.2501589277049829,0.39946466480694204,0.7528645357434078,-0.8318078970334465,0.6312170198691964,0.09518189874570722,0.059641381578567396,1.3638859589907044,0.20894893960835775,-0.7874623354452966,0.6125530498969479,0.612553049896948,-0.7874623354452973,0.6125530498969481,0.6125530498969483
University of South Carolina at Aiken,No,848,560,377,14,24,1855,1412,5800,3066,500,1500,62.0,62,14.8,3,5035,48,-0.6168391080469758,-0.7803802357858327,-0.18782749499926185,-0.7737777547234982,0.0013297775504288445,0.9735771420536853,-1.2389936215624453,-0.22914901677242944,0.4565936404384389,-0.7814483389667398,-1.2491515938109201,0.2348219920998793,-2.110816300186537,-1.5532601174731975,0.660377358490566,Low,0,0,-1.0987972149572356,-1.6325116659989423,-0.6168391080469762,-0.7803802357858326,-0.18782749499926255,-0.7737777547234986,0.0013297775504293018,0.9735771420536852,-1.238993621562446,-0.22914901677242913,0.4565936404384379,-0.7814483389667402,-1.2491515938109201,0.2348219920998789,-2.1108163001865377,-1.5532601174731784,-0.7731008328201407,-1.6325116659989425,-1.6325116659989423,-0.7731008328201414,-1.6325116659989423,-1.6325116659989423
University of South Carolina at Columbia,No,7693,5815,2328,30,66,12594,3661,8074,3522,495,2941,84.0,88,16.9,18,8246,63,1.3862863280881548,1.5319863019657995,1.5651964277676242,0.3771313679720627,1.6079053873834603,1.6879332205904698,-0.5038829164155897,-0.2661156114726402,1.9045661941374896,0.7087119890670915,0.5120879513281108,0.7412034085943565,-0.2501326687269887,-0.053958015587661085,0.755881970622644,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.3862863280881543,1.5319863019657995,1.5651964277676238,0.3771313679720623,1.6079053873834608,1.6879332205904698,-0.5038829164155904,-0.2661156114726399,1.9045661941374885,0.7087119890670912,0.5120879513281107,0.7412034085943561,-0.2501326687269891,-0.053958015587642016,-0.11425492746041208,-1.6325116659989425,-1.6325116659989423,-0.11425492746041253,-1.6325116659989423,-1.6325116659989423
University of South Florida,No,7589,4676,1876,29,63,14770,10962,6760,3776,500,2180,84.0,89,17.0,7,11020,47,1.374889872064751,1.3322031597156365,1.3823230174980288,0.32152095127645364,1.7135896150651362,2.5861981087019568,-0.9089719954281894,-0.22914901677242944,1.2517426034902484,0.7087119890670915,0.6002637149158834,0.764657306400675,-1.4463049754933548,0.6573339276893515,0.6161549611279483,Low,0,0,-1.0987972149572356,-1.6325116659989423,1.3748898720647507,1.3322031597156365,1.3823230174980283,0.32152095127645325,1.7135896150651366,2.5861981087019568,-0.9089719954281901,-0.22914901677242913,1.2517426034902472,0.7087119890670912,0.6002637149158833,0.7646573064006745,-1.4463049754933552,0.6573339276893706,-1.0283212980773895,-1.6325116659989425,-1.6325116659989423,-1.0283212980773901,-1.6325116659989423,-1.6325116659989423
University of Southern California,Yes,12229,8498,2477,45,71,13259,1429,17230,6482,600,2210,90.0,94,11.4,10,17007,68,1.7676395124873168,1.8724672920566487,1.6166227834006297,1.0754007694010428,1.642431426228042,0.9821909341384267,1.531132215525303,0.4497726389260374,1.2812291464361805,1.1932365358027166,1.0657563528339236,-0.6516401064957508,-1.060970526681064,1.5330686300810055,0.6949055523755009,High,2,1,1.8150779933081982,0.6125530498969481,1.7676395124873163,1.8724672920566487,1.6166227834006293,1.0754007694010423,1.6424314262280424,0.9821909341384266,1.5311322155253024,0.4497726389260378,1.2812291464361794,1.1932365358027162,1.0657563528339236,-0.6516401064957512,-1.0609705266810645,1.5330686300810246,-0.5527567184251858,0.6125530498969479,0.612553049896948,-0.5527567184251864,0.6125530498969481,0.6125530498969483
University of Southern Colorado,No,1401,1239,605,10,34,3716,675,7100,4380,540,2948,63.0,88,19.4,0,5389,36,-0.13197842221147862,0.04686589903908912,0.31622279234543105,-1.2174962818199055,0.6633626499302754,0.45927450058081004,-0.7995165214634117,0.05550628934752403,1.9098071341824636,-0.7234609819608288,0.5120879513281108,1.3116300610018234,-2.939282937555179,-1.3221870831062896,0.8843683083511777,Low,0,0,-1.0987972149572356,-1.6325116659989423,-0.13197842221147899,0.0468658990390892,0.31622279234543044,-1.217496281819906,0.6633626499302758,0.45927450058081,-0.7995165214634123,0.05550628934752436,1.9098071341824625,-0.7234609819608291,0.5120879513281107,1.311630061001823,-2.9392829375551797,-1.3221870831062705,1.0472125327607897,-1.6325116659989425,-1.6325116659989423,1.0472125327607895,-1.6325116659989423,-1.6325116659989423
University of Southern Indiana,No,2379,2133,1292,8,25,4283,2973,4973,3192,500,1425,56.0,65,22.0,21,4078,38,0.36050338214174854,0.5870467702414066,1.0514984193464336,-1.490473824946659,0.7867000337849704,1.526801352323378,-1.5534535583715934,-0.22914901677242944,0.3492013481473054,-1.1099187310292482,-1.0947584403093151,1.8736343382931653,0.004942020606680277,-2.326830125745999,0.8965952080706179,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.3605033821417482,0.5870467702414067,1.0514984193464332,-1.4904738249466594,0.7867000337849709,1.526801352323378,-1.553453558371594,-0.22914901677242913,0.3492013481473044,-1.1099187310292487,-1.0947584403093151,1.8736343382931648,0.004942020606679884,-2.32683012574598,1.1766533927872018,-1.6325116659989425,-1.6325116659989423,1.1766533927872016,-1.6325116659989423,-1.6325116659989423
